sentiment_label,sentence,source
neutral,The contracts comprise turnkey orders for RoRo systems for two RoRo-cruise vessels under construction for Viking Line and Tallink .,financialphrasebank
negative,"RBS warns of higher misconduct charges, obstacles ahead",headline
positive,"Sales in Latin America increased by 42 % to EUR 432mn , and a total of 8.7 mn mobile devices were sold in the area , representing an increase of 32 % from the corresponding period in 2009 .",financialphrasebank
neutral,"In addition , nine fixed-term employment contracts will not be extended and two people will leave the company under pension arrangements .",financialphrasebank
positive,The company expects its net sales in the first half of 2008 to reach the previous year 's level .,financialphrasebank
negative,Jim Armitage: Spare no tears as Glencore's bosses are paying such a small price,headline
neutral,This lays a foundation for sustainable business development for the long term .,financialphrasebank
positive,The members of the management team will contribute to the adjustment measures with temporary salary cut of 5 % .,financialphrasebank
neutral,AstraZeneca Acquires ZS Pharma in $2.7 Billion Deal,headline
neutral,"GUANGDONG , October 26 , SinoCast -- Nokia Telecommunications Dongguan branch entered into a letter of intent to open a Nokia Class in Qingyuan Polytechnic , Qingyuan City of Guangdong Province .",financialphrasebank
negative,"The airline estimated that the cancellation of its flights due to the closure of European airspace , and the process of recommencing traffic , have caused a the company a loss of EUR20m , including the costs of stranded passengers ' accommodation .",financialphrasebank
neutral,CompaniesDiageo moves CFO to lead North American business,headline
neutral,"Steek , which was set up in 2002 , is based in Bordeaux , southwestern France .",financialphrasebank
positive,Previously the company has estimated its operating profit to reach the level of 2005 only .,financialphrasebank
neutral,No pricing details were disclosed .,financialphrasebank
positive,Lloyds Banking Group eyes return to dealmaking with MBNA bid,headline
neutral,BP boosts FTSE towards four and a half month high,headline
negative,Four former Barclays bankers jailed over Libor,headline
positive,Net sales grew in the period to  x20ac 402 million $ 585US million from  x20ac 401 million in 2006 .,financialphrasebank
neutral,The joint venture is planning a quick timetable for negotiating the lease of the potential wind farm areas and for charting the feasibility of the wind farms .,financialphrasebank
positive,"In the third quarter , net sales increased by 12 % year-on-year to EUR159 .5 m , or by 6 % at comparable currency rates growth .",financialphrasebank
neutral,Exclusive: Barclays reins in foreign exchange trading before referendum result - sources,headline
positive,Under this agreement Biohit becomes a focus supplier of pipettors and disposable pipettor tips to VWR customers throughout Europe .,financialphrasebank
negative,"Cencorp 's net sales in the first quarter is estimated to be EUR0.9-1 .2 m , as compared to EUR4 .5 m in the first quarter 2008 .",financialphrasebank
positive,Persimmon shares nudge higher as housebuilder sees strong 2014,headline
positive,"Under the terms of the off-take agreement with Talvivaara , Cameco will provide an up-front investment , to a maximum of $ 60 million , to cover the construction cost of the uranium extraction circuit .",financialphrasebank
negative,Old Mutual faces backlash over Â£9m chief exec payout plan,headline
positive,"Marimekko has today ( 20 November ) signed a license agreement with the Swedish chain , whereby Marimekko will license some of its popular patterns from the 1950s , 1960s and 1970s to H&M .",financialphrasebank
neutral,"With this , the company will exit the contract manufacturing service segment .",financialphrasebank
neutral,Rimi supermarket is the key customer in Magistral center .,financialphrasebank
positive,"UPDATE 1-AstraZeneca buys ZS Pharma for $2.7 billion, pips Actelion",headline
neutral,The agreement includes the entire process of managing Mercator 's supply chain in all regions where the company is currently present .,financialphrasebank
neutral,Royal Mail is improving â€“ but it's no red-letter day,headline
positive,Britain's FTSE lifted by solid Kingfisher,headline
neutral,facades in Riga 8 March 2010 - Finnish construction company YIT Oyj HEL : YTY1V said today that it will build the frame and the facades in a tower construction project in Riga .,financialphrasebank
neutral,Comptel Corporation will publish its financial statements for 2008 on 12 February 2009 .,financialphrasebank
positive,"MADISON , Wis. , Feb. 6 - PRNewswire - -- Fiskars announces that the United States Patent and Trademark Office has granted a trademark registration for the color orange on its iconic scissor handles .",financialphrasebank
neutral,"`` Because we 're a pension insurance company , we 're required to diversify and not put too much in one asset class .",financialphrasebank
positive,FTSE edges up as investors cheer Kingfisher results,headline
positive,"( ADP News ) - Feb 9 , 2009 - Finnish computer services company Proha Oyj ( HEL : ART1V ) said today its net loss narrowed to EUR 113,000 ( USD 146,000 ) for 2008 from EUR 1.2 million for 2007 .",financialphrasebank
neutral,"Westend ICT Plc s new 409,665,891 shares and increase of share capital with EUR 2,000,000 based on the resolutions of extraordinary shareholders meeting on 27 December 2010 have today registered in the Trade Register .",financialphrasebank
positive,"Are Aviva plc, Direct Line Insurance Group PLC And Admiral Group plc Set To Soar?",headline
neutral,"Cardona slowed her vehicle , turned around and returned to the intersection , where she called 911 .",financialphrasebank
negative,Royal Mail chairman Donald Brydon set to step down,headline
neutral,"Juhani J+�rvi , Corporate Executive Vice President of Kesko , says the Russian food retail sector is fragmented .",financialphrasebank
neutral,"The shares shall be repurchased through public trading , for which reason the shares are repurchased otherwise than in proportion to the holdings of the shareholders .",financialphrasebank
neutral,"EQT has completed its exit from Salcomp , a Finnish company that makes mobile phone chargers , by selling its remaining stake to Swedish investment group Nordstjernan for about ( EURO ) 35 million ( $ 47 million ) .",financialphrasebank
negative,News FeedFTSE 100 movers: Standard Chartered lifted while AstraZeneca sinks,headline
neutral,"The process , technology , project management , basic engineering and quality assurance within Forest Industry will be consolidated in Vantaa , southern Finland .",financialphrasebank
neutral,Nordea will coordinate the syndicated loan .,financialphrasebank
neutral,"The acquisition was financed with $ 2.56 billion of debt arranged by Goldman , Sachs & Co. .",financialphrasebank
positive,YIT says the acquisition is a part of its strategy for expansion in Central and Eastern European markets .,financialphrasebank
neutral,"The company will disclose further details , including the anticipated transaction timetable and the name of the new investor , within one week .",financialphrasebank
positive,The solutions will be used for upgrading the networks of a Russian MSO in 37 different cities in Russia .,financialphrasebank
negative,"Sharm el-Sheikh travel disruption: British Airways, EasyJet, Thomson and ...",headline
neutral,UPM 's aim is to secure Botnia 's strategic development and investments .,financialphrasebank
neutral,The plant is expected to start production in the first half of 2007 .,financialphrasebank
negative,Dave Lewis paid Â£4.1m for first 6 months at Tesco,headline
positive,"Warren Buffett's Berkshire adds to favorites IBM, Wells Fargo",headline
negative,Profit for the period fell to EUR 1.6 mn from EUR 7.5 mn in January-September 2008 .,financialphrasebank
negative,"Operating profit totalled EUR 9.0 mn , down from EUR 9.7 mn in the first half of 2008 .",financialphrasebank
neutral,The EUR17m contract includes both design and construction works .,financialphrasebank
neutral,Sanofi poaches AstraZeneca scientist as new research head,headline
neutral,Group net sales in the third quarter of 2007 totaled EUR 142.3 mn and operating profit EUR 4.3 mn .,financialphrasebank
negative,"The company 's profit before taxes fell to EUR 21.1 mn in the third quarter of 2008 , compared to EUR 35.8 mn in the corresponding period in 2007 .",financialphrasebank
neutral,US subpoenas Volkswagen under bank fraud law in emissions probe: source,headline
neutral,"Tecnotree 's convergent charging solution includes functionality for prepaid and post-paid billing , charging and rating of voice calls , video calls and raw data traffic for both mobile and fixed networks .",financialphrasebank
negative,"( ADP News ) - Feb 11 , 2009 - Finnish wood products technology supplier Raute Oyj ( HEL : RUTAV ) said today its net profit decreased to EUR 4.7 million ( USD 6.1 m ) for 2008 from EUR 6.6 million for 2007 .",financialphrasebank
neutral,Fancy Dans on the move FAB Glasgow gift and interiors store Fancy Dans is moving !,financialphrasebank
neutral,"The sale of Savcor FACE to Cencorp will result in a profit or loss which can not yet be determined , owing to factors including the valuation of the consideration shares to be received and prevailing exchange rates .",financialphrasebank
positive,Earnings per share EPS rose to EUR 0.11 from EUR 0.03 .,financialphrasebank
positive,"Aldi and Lidl expansion plans speed ahead as Tesco, Sainsbury's, Morrisons ...",headline
negative,Finnish forest industry group Stora Enso Oyj issued on Thursday ( 20 March ) a profit warning for the first quarter 2008 .,financialphrasebank
neutral,No other ev3 devices were involved in this action .,financialphrasebank
positive,"Diageo, Heineken Exchange Emerging-Market Brewing Assets",headline
neutral,"Private equity investor CapMan , the owner of Finnish Lumene cosmetics company , is planning to list Lumene .",financialphrasebank
negative,"Divisional sales demand in the half remained `` inconsistent '' , it added .",financialphrasebank
neutral,"In total , more than 3000 surveillance cameras will be handled and managed according to a variety of needs , the company said .",financialphrasebank
neutral,Timo Penttila has been appointed new manager responsible for the asset management of Nordea 's institutional customers in Finland .,financialphrasebank
positive,"Net sales went up by 1 % year-on-year to EUR 29 million , affected by the business acquisitions , realized during the previous financial period , the effect of which was EUR 5.1 million on the review period .",financialphrasebank
neutral,The corrected chapter is in its entirety below .,financialphrasebank
neutral,"The Americas represents 25 % of Gemalto 's billing , and Latin America is one of the fastest growing regions for the company .",financialphrasebank
neutral,The output of the contracts totals 72 MWe .,financialphrasebank
neutral,"Finnish real estate company Sponda Oyj said on April 11 , 2008 it would build Vuosaari Harbour Service Center at the Port of Helsinki .",financialphrasebank
positive,"Of the sales price , a sales gain of some 3.1 mln euro ( $ 4.5 mln ) will be recognized in Incap 's earnings for 2007 .",financialphrasebank
neutral,The company had net sales of EUR 19.8 mn and a pre-tax profit of EUR 1.8 mn in 2005 .,financialphrasebank
neutral,"Proha Plc ( Euronext :7327 ) announced today ( 19 May ) that its fully-owned subsidiary , Safran Software Solutions AS , has agreed to sell its 49 % share of Safran North America LLC to a SNA Holding AS , an investment group based in Norway .",financialphrasebank
neutral,"According to Saarioinen 's Managing Director Ilkka M+�kel+� , the food industry sector has a significant excess of production machinery .",financialphrasebank
neutral,The company will build altogether 130 new substations by the end of this year .,financialphrasebank
positive,BP signs $12 billion energy deal in Egypt,headline
positive,"In 2008 , the deal is likely to bring savings of EUR 20mn-25mn .",financialphrasebank
neutral,Technopolis has approximately 130 customer companies in Jyvaskyla .,financialphrasebank
neutral,Benefon will turn the Salo unit into a B2B business unit and establish a B2C business unit in the UK .,financialphrasebank
neutral,No blind-spots coming from 1 vantage point allows investigators to see the whole story in high resolution with no unbroken video .,financialphrasebank
neutral,The orders are part of a long-term development plan of Latvijas Finieris .,financialphrasebank
neutral,We are also pleased to welcome the new employees to Tieto . ',financialphrasebank
negative,AB InBev Holds Talks With Regulators About California Deals,headline
positive,Sir Ken Morrison has taken a Â£6m stake in rival Sainsbury's,headline
neutral,An EU law on the issue may be introduced around 2010 .,financialphrasebank
neutral,"In August , Latvijas Finieris ordered all production lines for a new green veneer mill to be built in Ukmerge , Lithuania .",financialphrasebank
neutral,Barclays set to name former JPMorgan banker Staley as new CEO,headline
neutral,"No price was given for the transaction , which merges two London companies that have worked together on a number of projects including delivery of timetables for Britain 's National Express East Coast rail networks .",financialphrasebank
neutral,CompaniesDeutsche taps ex-StanChart executive for audit role,headline
neutral,Shell and BG Shareholders to Vote on Deal at End of January,headline
positive,"Return on investment was 5.0 % , compared to a negative 4.1 % in 2009 .",financialphrasebank
positive,"Jawad Williams scored 23 points in an impressive debut for Jerusalem , with Jason Rich adding 18 and Yuval Naimi chipping in with 16 points for Hapoel , which visits the yellow-and-blue next week .",financialphrasebank
neutral,"So far as is known , he did not sell shares that he owns personally .",financialphrasebank
neutral,The construction project is scheduled to start in the second quarter of 2009 and the new building is scheduled to be in place by the end of 2010 .,financialphrasebank
neutral,Radiation and today is a full service house expert in radiation and nuclear safety issues .,financialphrasebank
negative,Tesco loses two more directors as Garfield and Tammenoms step down,headline
positive,4G allows customers to use mobile broadband services with speeds up to ten times higher than with today 's 3G .,financialphrasebank
neutral,Intertek swings to Â£347 mln loss on oil's slump,headline
neutral,"Protalix closed at $ 10.71 on Friday on the American Stock Exchange , giving a market cap of $ 827 million .",financialphrasebank
positive,Admiral and Schroders lift FTSE with profits surge,headline
neutral,Lemmink+�inen started the manufacture of roofing felt in 1920 and the production of asphalt in the 1930s .,financialphrasebank
neutral,The deal means that ten persons in three countries will transfer to Tieto .,financialphrasebank
neutral,"Eero Katajavuori , currently Group Vice President , Human Resources , will take a year-long sabbatical starting from October 1 , 2010 .",financialphrasebank
neutral,"The reason for this is St. Petersburg status as a capital , one of the participants in the meeting quoted Chikunov as saying .",financialphrasebank
neutral,The amendment will not incur additional costs .,financialphrasebank
neutral,"The bond , with a maturity of five years , is part of the bank 's domestic bond program .",financialphrasebank
negative,"have notified that as a result of the Company issuing 14,432,000 new shares in the directed offering , the joint holdings of Pequot has decreased below 1-10 to 9.63 % of total number of shares and votes in the Company .",financialphrasebank
neutral,"Nokia will provide Indosat turnkey services , including civil works , network planning , implementation and integration of a WCDMA 3G-HSPA network .",financialphrasebank
neutral,"1 p.m. Central office of Nordea Bank 19 3-ya ulitsa Yamskogo Polya , Building 1 Telephone : 495 777-34-77 ext. 3932 , 3931 03.02.2011 Unimilk - EGM 03-04 .02.2011 XVI international business-summit Food Business Russia 2011 will take place .",financialphrasebank
positive,"At the end of the review period , Nordic Aluminium 's order book stood at EUR 8.77 mn compared to EUR 7.04 in 2005 .",financialphrasebank
positive,"Hammerson, JV Partner secure ownership of Ireland's Dundrum - Quick Facts",headline
positive,"The long-standing partnership and commitment enable both parties to develop their respective operations , and ESL Shipping will also have the opportunity to update its fleet and improve its efficiency .",financialphrasebank
positive,Operating profit of the Asian plants grew markedly .,financialphrasebank
neutral,"Aho is proud of the company 's new product , Lordi-Cola .",financialphrasebank
negative,Osborne extends Lloyds sell-off plan,headline
neutral,The first stage of the contract covers 133 stores and 600 cash registers .,financialphrasebank
neutral,"The divested company is part of TietoEnator 's business area Government , Manufacturing & Retail .",financialphrasebank
neutral,"The 19,200-square metre technology center is located near University of Tampere in central Tampere .",financialphrasebank
neutral,Can Christmas Save Sainsbury's plc And Tesco plc?,headline
neutral,"As with other stakeholders , COMPTEL has been involved in the workshops , meetings and filed comments on the issues of greatest importance to the competitive sector of our industry .",financialphrasebank
neutral,Patrizia adds the acquisition to a portfolio already worth EUR3bn .,financialphrasebank
neutral,"It grew in Finland , Norway , Denmark and the Baltic countries .",financialphrasebank
negative,"That 's what I go to bed worrying about every night , ' he said .",financialphrasebank
positive,"We can choose the most efficient , best overall value option for our customers already at the bidding stage .",financialphrasebank
positive,"( ADP News ) - Sep 30 , 2008 - Finnish security and privacy software solutions developer Stonesoft Oyj said today that it won a USD 1.9 million ( EUR 1.3 m ) order to deliver its StoneGate network security products to an unnamed Russian te",financialphrasebank
neutral,"This one was at one time targeted for June 5 , but if we had to guess , it 's been pushed back -- maybe we 're crazy , but we feel like it has n't leaked enough to meet that date at this point .",financialphrasebank
neutral,The manufacturing will begin in Pietarsaari in the beginning of the year 2009 and the delivery will take place in October 2009 .,financialphrasebank
negative,"According to Aktia Asset Management , Finnish analysts ' forecasts for 2009 are still too high .",financialphrasebank
neutral,"Member of the HK Ruokatalo Group in Finland , Scan , is launching a joint venture slaughterhouse with Team Ugglarp in Sk+_ne , southern Sweden .",financialphrasebank
negative,"According to Scanfil , demand for telecommunications network products has fluctuated significantly in the third quarter of 2006 , and the situation is expected to remain unstable for the rest of the year .",financialphrasebank
positive,"Shell, Chevron Await LNG's Return From `Pause Mode'",headline
neutral,The company distributes Hiab 's products as well as other products .,financialphrasebank
neutral,Welcome !,financialphrasebank
neutral,"In stead of being based on a soft drink , as is usual , the Teho energy drink is made with fresh water .",financialphrasebank
neutral,New management bring rights issue risk at Standard Charteredâ€,headline
negative,Can Christmas Save Sainsbury's plc And Tesco plc?,headline
negative,easyJet leads Britain's FTSE lower as global bond rout resumes,headline
neutral,"OTHER  North-Rhine Westphalia - Is to issue a benchmark , 5 year fixed rate deal in Euros .",financialphrasebank
negative,Finnish media group Talentum has issued a profit warning .,financialphrasebank
negative,The repurchases shall decrease the distributable capital and reserves .,financialphrasebank
neutral,Finnish bank Alandsbanken said Monday it will buy the Swedish operations of Iceland 's troubled Kaupthing Bank for 414 million kronor $ 49.5 million in cash .,financialphrasebank
neutral,KONE is listed on the Nordic Exchange in Helsinki .,financialphrasebank
positive,FTSE 100 movers: BG Group leads the charge as resource stocks jump,headline
negative,Pretax profit decreased to EUR 33.8 mn from EUR 40.8 mn in the fourth quarter of 2005 .,financialphrasebank
neutral,AstraZeneca And Daiichi Sankyo To Jointly Commercialise MOVANTIK In The US,headline
neutral,"Britain's FTSE outperforms Europe, Royal Mail and Tesco rise",headline
positive,2 Turnaround Buys For 2016? BHP Billiton plc And Home Retail Group Plc,headline
positive,"Whitbread eyes savings, price rises to offset wage rises",headline
neutral,UPDATE 3-Buffett's Berkshire raises oil bet with Kinder Morgan stake,headline
neutral,"In addition , the company is considering the start of production in Russia .",financialphrasebank
negative,EasyJet Dismisses Lufthansa Low-Cost Plan in Contest for Germany,headline
negative,"Despite sales growth, UK's Tesco cautions recovery to be bumpy",headline
neutral,"We are adjusting to the present situation by cutting our capacity and costs without , however , jeopardising our Asia strategy over the longer term .",financialphrasebank
neutral,London Stock Exchange Group appoints Royal Mail's Donald Brydon to replace ...,headline
positive,"The price of raw material aluminium went up at the end of 2005 , but the company considers its outlook for 2006 favourable .",financialphrasebank
positive,Finnish Raute Precision has won large glass batch plant and mortar plant orders from Mexico and the US .,financialphrasebank
neutral,"The decision reflects the underutilisation of the line , which produces nonwovens used in medical and wipes applications as well as for the automotive industry .",financialphrasebank
neutral,"Our customers come from the following countries : UK , USA , Spain , France , Italy , Germany , China , Hong Kong , Sweden , Norway , Netherlands , Austria , Belgium , Switzerland , Czech Republic , Finland , Canada , Russia , Ukraine , Denmark , Ireland , South Korea and Liechtenstein .",financialphrasebank
negative,"HELSINKI AFX - Kesko Corp is expected to report a lower second quarter EPS today due to tax charges , but other earnings lines are seen higher year-on-year , analysts said .",financialphrasebank
neutral,Talvivaara Mining Company Plc Talvivaara Mining Company is an internationally significant base metals producer with its primary focus on nickel and zinc using a technology known as bioheapleaching to extract metals out of ore .,financialphrasebank
neutral,Ruukki is restructuring commercial and industrial construction operations in pursuit of permanent improvements whilst adjusting operations to market conditions .,financialphrasebank
positive,"HELSINKI (Thomson Financial)- Kemira GrowHow swung into profit in its first quarter earnings on improved sales , especially in its fertilizer business in Europe , which is normally stronger during the first quarter .",financialphrasebank
negative,RBS and Barclays shares temporarily suspended amid heavily losses,headline
neutral,The company will release its 2010 results on 11 February 2011 .,financialphrasebank
neutral,Why AstraZeneca plc & Dixons Carphone PLC Are Red-Hot Growth Stars!,headline
neutral,Finnish paper maker UPM-Kymmene Corp. on Monday announced the sale of its wrapping unit Walki Wisa to the CapMan investment group in a move to further concentrate on its core business .,financialphrasebank
negative,Standard Chartered Will Close Equity Sales and Research Business,headline
neutral,"The purchase of sites worth 300 million in the Thames Gateway will provide more than 1,200 homes .",financialphrasebank
negative,"The fair value change of investment properties was EUR 15.8 mn , compared to EUR 22.9 mn in the third quarter of 2009 .",financialphrasebank
neutral,Latvia 's Stockmann shopping mall is a subsidiary of Finland 's Stockmann Plc. .,financialphrasebank
positive,Raisio 's malting capacity was in full use in 2008 .,financialphrasebank
positive,The proportion of Estonian and Lithuanian passengers on the Tallinn-Helsinki route also grew in July .,financialphrasebank
neutral,Registration is required .,financialphrasebank
neutral,"The Russian government will contribute 20 % of the necessary funds , he said .",financialphrasebank
positive,"Net sales surged by 18.5 % to EUR167 .8 m. Teleste said that EUR20 .4 m , or 12.2 % , of the sales came from the acquisitions made in 2009 .",financialphrasebank
neutral,"As an alternative to the share exchange , Panostaja offers a full cash consideration at the value of 1.27 euro $ 1.7 per share .",financialphrasebank
neutral,"This implementation will upgrade the existing system , enabling voicemail and video mail to be housed on the same platform .",financialphrasebank
neutral,Delivery is expected to take place later this month .,financialphrasebank
neutral,"It operates under three distinct brands : United Supermarkets , Market Street and United Supermercado .",financialphrasebank
negative,RBS chairman admits surprise at size of regulatory penalties,headline
negative,"Comparable operating profit totaled EUR 4.7 mn , down from EUR 5.1 mn in the corresponding period in 2005 , representing 7.4 % of net sales .",financialphrasebank
neutral,"Alma Media Corporation Press Release 15 March 2010 TYRVAAN SANOMAT AND PAIKALLISSANOMAT BEING BOUGHT BY SUOMEN PAIKALLISSANOMAT Two local papers , Tyrvaan Sanomat and Paikallissanomat , appearing in Sastamala and its neighbouring municipalities , are to be bought by Suomen Paikallissanomat Oy .",financialphrasebank
positive,"In September 2010 , the Finnish group agreed to buy Danish company Rose Poultry A-S for up to EUR23 .9 m in a combination of cash and stock .",financialphrasebank
negative,"The poorest index figure was given to Finnish power company Fortum , 4.5 .",financialphrasebank
neutral,"The new company will likely hold an IPO on the NYSE or another international stock exchange , according to Altimo which manages the Alfa Group 's telecommunications assets and TeliaSonera 's agreement , which has been published on the website of the U.S. Securities and Exchange Commission .",financialphrasebank
neutral,The Notice in its entirety with other proposals from the Nomination Committee and the Board will be published at least four weeks before 28 April on the company 's website and in Post - och Inrikes Tidningar and Dagens Industri .,financialphrasebank
negative,"Dolce & Gabbana has asked the European Union to declare Marimekko Corporation 's `` Unikko '' floral pattern trademark invalid , in a continuing dispute between the two companies .",financialphrasebank
neutral,Industry NewsBarclays to 'cut investment bank staff by another 20%',headline
neutral,"In addition to its stake in MegaFon , Telecominvest currently owns 100 % of shares in Web Plus and St. Petersburg Payphones , 51 % in telecom equipment producer Peter-Servis and a number of other minor assets .",financialphrasebank
neutral,The electricity requirement of networks will grow with the new mobile generation .,financialphrasebank
negative,`` Operating profit declined mainly due to the increased cost of wood and recycled fiber and the strengthened euro . '',financialphrasebank
negative,FTSE slide halted by BP's Â£12bn US settlement - London Report,headline
neutral,Net investment income,financialphrasebank
neutral,"BHP, Glencore Head Tumbling Miners as Commodity Rout Deepens",headline
neutral,The ore body is sufficient to support anticipated production for at least 46 years .,financialphrasebank
positive,Crown Castle buys Tower Development Corp for $461 million,headline
neutral,"BAVARIA Industriekapital AG 's 2006 revenues were EUR 333 million , with an EBITDA of EUR 51 million .",financialphrasebank
negative,Closely watched AstraZeneca cancer drug fails in mesothelioma,headline
positive,Royal Dutch Shell to Buy BG Group for Nearly $70 Billion,headline
neutral,"A light , bright and pretty addition to your life , it will also keep a few pennies in your bank account .",financialphrasebank
positive,"Finnish lifting equipment maker Konecranes Oyj said on July 30 , 2008 that its net profit rose to 71.2 mln euro ( $ 111.1 mln ) for the first half of 2008 from 57.1 mln euro ( $ 89.1 mln ) for the same period of 2007 .",financialphrasebank
neutral,"On January 29 , 2009 The largest Nordic bank Nordea and Finnish retail chain Stockmann launched a regionally unique cooperation project : they are the first to introduce a common MasterCard credit card enabling payments in different states and stores .",financialphrasebank
positive,Finnish fibers and plastic products maker Suominen Corporation said its net loss from continuing operations narrowed to 1.8 mln euro ( $ 2.3 mln ) in 2006 from 3.7 mln euro ( $ 4.8 mln ) in 2005 .,financialphrasebank
negative,"26 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj ( HEL : LAT1V ) , or L&T , said today its net profit declined to EUR20 .9 m for the first nine months of 2010 from EUR27 .6 m for the same period a year earlier .",financialphrasebank
neutral,"Elcoteq Dongguan was established in 1999 in the Nancheng District of Dongguan , China and is one of Elcoteq s four volume manufacturing plants in the Asia-Pacific region .",financialphrasebank
positive,London Stock Exchange seals Â£22 billion merger with Germany's Deutsche BÃ¶rse,headline
positive,Exports grew 16.5 percent to 19.1 million liters .,financialphrasebank
neutral,The company expects net sales of 65 mln euro ( $ 85.1 mln ) for 2006 .,financialphrasebank
neutral,Residents access to the block is planned to be from Aleksandri Street .,financialphrasebank
neutral,The customer is local company Etera Mutual Pension Insurance Co and the principal tenant of the unit will be media company Alma Media Corp HEL : ALN1V .,financialphrasebank
neutral,The purchase sum is about EUR 10mn US$ 12.97 mn .,financialphrasebank
neutral,Even Superman Skeoch will struggle with his dual role at Standard Life,headline
neutral,"Cargotec 's share capital after the increase totals EUR 64,299,180 .",financialphrasebank
negative,Benefon 's target is to lay off temporarily of permanently up to 20 % of the Salo plant 's staff .,financialphrasebank
neutral,The company 's share is listed in the Mid Cap segment of the NASDAQ OMX Helsinki .,financialphrasebank
positive,Operating result including non-recurring items rose to EUR 146mn from a loss of EUR 267mn in 2009 .,financialphrasebank
neutral,Citigroup to Sell OneMain to Springleaf for $4.25 Billion,headline
positive,"Via the move , the company aims annual savings of some EUR 3 million USD 4.3 m , the main part of which are expected to be realized this year .",financialphrasebank
neutral,"SSH Communications Security Corporation is headquartered in Helsinki , Finland .",financialphrasebank
positive,Standard Chartered considering move from UK,headline
positive,"The Lithuanian beer market made up 14.41 million liters in January , a rise of 0.8 percent from the year-earlier figure , the Lithuanian Brewers ' Association reporting citing the results from its members .",financialphrasebank
positive,The costs of the new ropax vessels are 30 % lower than those of the present ones .,financialphrasebank
negative,Shell seeks to remove Greenpeace activists from oil rig,headline
positive,"FDA panel backs Glaxo asthma drug for adults, not adolescents",headline
neutral,"To check them out or to make a bid they will be in the Deka Showroom , Fortitude Valley .",financialphrasebank
neutral,"`` Soon after , the collisions started . ''",financialphrasebank
negative,Ex-Barclays traders sentenced to up to six years' jail in Libor case,headline
neutral,AstraZeneca Teams With Daiichi Sankyo To Sell Movantik In US,headline
negative,"Net sales of Finnish Sanoma Learning & Literature , of Finnish media group Sanoma , decreased by 3.6 % in January-June 2009 totalling EUR 162.8 mn , down from EUR 168.8 mn in the corresponding period in 2008 .",financialphrasebank
neutral,"At the end of last week , Protalix BioTherapeutics Inc ( AMEX : PLX ) published a prospectus for a first offering on AMEX of about 5 % of its share capital .",financialphrasebank
negative,The air traffic of Finland has been in stoppage since then .,financialphrasebank
neutral,There did not seem to be enough hours in a day for Pekkarinen .,financialphrasebank
positive,Operating profit rose to EUR 3.11 mn from EUR 1.22 mn in the corresponding period in 2009 .,financialphrasebank
positive,"Finnish dental care group Oral Hammaslaakarit Oyj posted a total net profit of 849,000 euro $ 1.1 mln in the first nine months of 2006 versus a net loss of 331,000 euro $ 421,000 in the same period of 2005 .",financialphrasebank
neutral,"The official opening of the office , located in Prague , will be celebrated on May 20 .",financialphrasebank
negative,The company said that its comparable operating profit for the January-June period fell short of last year 's corresponding performance .,financialphrasebank
positive,Finnish food company Raisio Oyj HEL : RAIVV said today it will buy British snacks and confectionery company Big Bear Group plc for an enterprise value of EUR 95.3 million USD 129.9 m .,financialphrasebank
positive,"Both operating profit and net sales for the three-month period increased , respectively from EUR15 .1 m and EUR131 .5 m , as compared to the corresponding period in 2005 .",financialphrasebank
neutral,"Rautakesko 's business operations in Norway and Russia , acquired in July 2005 , are included in the figures of the comparable period , impacting sales growth starting from August .",financialphrasebank
negative,The company 's previous estimate was for a lower revenue than the year-ago EUR 93.9 million .,financialphrasebank
positive,"Glencore to refinance its short-term debt early, shares rise",headline
neutral,"UPM is talking to Myllykoski+� s creditor banks -- Nordea ( STO : NDA ) , Nordic Investment Bank and Danske Bank+� s ( CPH : DANSKE ) Sampo Bank -- over a deal , the paper said .",financialphrasebank
neutral,"The power supplies , DC power systems and inverters designed and manufactured by Efore , and systems incorporating them are used in many different applications .",financialphrasebank
neutral,"The company operates worldwide and employs in total approximately 47,000 persons .",financialphrasebank
negative,Cramo slipped to a pretax loss of EUR 6.7 million from a pretax profit of EUR 58.9 million .,financialphrasebank
neutral,"They can be used to control the speed of electric motors used by industry and municipal engineering , and in power generation using renewable energy .",financialphrasebank
neutral,"Affecto will provide a new EFI Data Warehouse and reporting solution , behavioural scoring system supporting operational decision processes and Data Migration from old legacy systems to the new EFI system .",financialphrasebank
neutral,"The add-on order contains , among others , control valves and instrumentation as well as complete mill engineering and electrification with Metso drive controls .",financialphrasebank
neutral,"Loudeye Corp. , up $ 2.56 at $ 4.33 Nokia Corp. , down 10 cents at $ 19.46 Nokia agreed to buy the digital music distributor for $ 60 million .",financialphrasebank
positive,"Finnish financial software developer Basware Oyj said today it will provide its invoice automation ( IA ) solution to an unnamed major retail company in the USA in a deal , worth more than EUR300 ,000 .",financialphrasebank
positive,Spain's CaixaBank Expects To Close Deal For Banco BPI,headline
neutral,Barclays drags FTSE into red as compensation mounts,headline
neutral,"Standard Chartered, RBS Escape Capital Raising in Stress Test",headline
positive,"Finnish forest machinery and equipment maker Ponsse Oyj said on October 5 , 2007 it will deliver a total of 67 cut-to-length method forest machines and 44 harvester heads to Brazilian paper maker Bahia Pulp and to unnamed Uruguayan wood harvesting contractors .",financialphrasebank
negative,Shell shells out over Nigeria oil spill,headline
