sentiment_label,sentence,source
negative,As a result some 20 persons will no longer be needed .,financialphrasebank
positive,"GLOBAL MARKETS-Stocks gain on Royal Dutch Shell bid, oil slumps",headline
positive,"Recovery has been evident in the liquid handling business , particularly in areas outside Europe and primarily in North America and Asia .",financialphrasebank
negative,Kingfisher share price slides on cost to implement new strategy,headline
positive,Through the acquisition Solteq will expand its solutions offering by Microsoft 's Dynamics business software products .,financialphrasebank
negative,Operating cash flow after investments totalled EUR 61.3 mn compared to EUR 75.3 mn in the corresponding period in 2007 .,financialphrasebank
positive,UPM-Kymmene has generated four consecutive quarters of positive Free Cash Flow .,financialphrasebank
positive,"Kalnapilio-Tauro Grupe ( Kalnapilis-Tauras Group ) , which is owned by Denmark 's Royal Unibrew , raised its market share to 25.2 percent from 23.91 percent , as beer sales for the nine months jumped by 11.4 percent to 52.99 million liters .",financialphrasebank
positive,"Growth was strongest in F-Secure 's operator ISPs , mobile operators and cable operators business .",financialphrasebank
neutral,This wood lacquered clock comes with a stripy hand-crocheted cover .,financialphrasebank
positive,"Finnish Ponsse has signed an agreement with Babcock Africa for the distribution and support of Ponsse forest machines , harvester heads , and information systems in South Africa .",financialphrasebank
neutral,"Deliveries of Nokia 1112 , Nokia 2310 and Nokia 2610 are expected to start in the second quarter of 2006 .",financialphrasebank
neutral,"Marubeni has participated in GHG - Green House Gas - emission reduction projects overseas , obtained emissions credit from its projects and has provided these to Japanese clients .",financialphrasebank
neutral,Both Mr Walden and Mr Ignatius will be responsible also for the newspapers ' business result .,financialphrasebank
positive,Greene King's third quarter sales boosted by festive season,headline
positive,We are now in a position to pursue novel clinical candidates going forward . '',financialphrasebank
positive,Net sales in 2007 are expected to be 10 % up on 2006 .,financialphrasebank
neutral,"The total restructuring costs are expected to be about EUR 30mn , of which EUR 13.5 mn was booked in December 2008 .",financialphrasebank
neutral,"If the employee leaves the company within the duration of the cover , the money invested to ensure commitment is returned to the company .",financialphrasebank
neutral,The estimated annual value of the frame agreement is about EUR 50mn .,financialphrasebank
negative,"Falling oil prices hurt Hunting, Weir Group",headline
neutral,The duration of the contract is 37 months .,financialphrasebank
neutral,Arm slammed by handset sales outlook,headline
positive,"Diageo, Heineken Exchange Emerging-Market Brewing Assets",headline
neutral,"Additionally , the company will use the solutions to automate the preparation of financial statements according to IFRS standard .",financialphrasebank
neutral,RBS set to close two branches in the region this August,headline
neutral,Currently Alfred A Palmberg is putting the finishing touches to one of Finland 's biggest ever re-plumbing and bathroom refurbishment projects also in the district of Vuosaari .,financialphrasebank
neutral,"Britain's FTSE lags euro zone peers, Bunzl results cap market",headline
positive,Barclays settles with US investors over Libor manipulation,headline
positive,Glencore shares rally after miner hits back,headline
neutral,The emerging markets that Raisio has chosen to enter so far are marked by relatively low per capita food consumption .,financialphrasebank
neutral,"Technopolis has set aside a plot of land measuring 4.6 hectares to build the park , Mikkonen said .",financialphrasebank
positive,"Press release 9 October 2009 Ruukki has signed a contract to deliver and install the steel structures for a bridge over the Kyronsalmi strait in Savonlinna , Finland .",financialphrasebank
neutral,Finnish component supplier Componenta Corporation ( OMX Helsinki : CTH1V ) reported on Tuesday ( 15 July ) an operating profit of EUR46 .2 m on net sales of EUR386 .0 m for the financial period January-June 2008 .,financialphrasebank
negative,Subscription sales decreased slightly .,financialphrasebank
positive,Lloyds Banking Group to cut 640 jobs and close 23 branches,headline
negative,"`` We cut our frequency to New York last year , which explains the fall , '' he said .",financialphrasebank
positive,2 Turnaround Buys For 2016? BHP Billiton plc And Home Retail Group Plc,headline
negative,- Net sales for the period are expected to fall well below that of last year and the result after non-recurring items is expected to be in the red .,financialphrasebank
neutral,Merkel's Government Said to Support Deutsche Boerse-LSE Merger,headline
negative,"JP Morgan expects that Scala will lower Nobel Biocare 's growth forecast for 2007 from the current guidance of 23-25 pct , as well as the operating margin target from the current 34-35 pct .",financialphrasebank
neutral,The company 's share is listed in the Mid Cap segment of the NASDAQ OMX Helsinki .,financialphrasebank
neutral,"Further concrete cooperation is also carried out through various projects , doctoral theses and diploma dissertations .",financialphrasebank
neutral,L&T also acquired a 50 pct stake in local sector company Salvor Oy at the beginning of September 2007 .,financialphrasebank
neutral,"Music is provided by all major international and regional labels including Universal Music Group , Sony Music Entertainment , Warner Music , EMI Music , Rotana , Mazzika , Melody Music , Platinum Records , and leading content aggregator The Orchard , as well as thousands of independent labels .",financialphrasebank
neutral,"Juhani J+�rvi , Corporate Executive Vice President of Kesko , says the Russian food retail sector is fragmented .",financialphrasebank
neutral,"Finnish Kemira Group 's CEO , Lasse Kurkilahti , says the Group 's structural reorganisation will continue for at least a year .",financialphrasebank
neutral,"European stocks hover near 3-week low, Dialog and BHP slump",headline
neutral,"In 2007 , the Group 's net sales stood at EUR 22 million and it had about 150 employees at the end of June , 2008 .",financialphrasebank
positive,"3 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal .",financialphrasebank
neutral,"In addition to the presentations held by President & CEO Kai Telanne and CFO Tuomas Itkonen , participants will have an opportunity to discuss with other members of the company 's management .",financialphrasebank
negative,Last year 's third quarter result had been burdened by costs stemming from restructuring in the US .,financialphrasebank
positive,The rationalization of the operations seeks to achieve over EUR 1 million in yearly savings as from the second quarter of the current financial year .,financialphrasebank
positive,"A Helsinki : ELIiV today reported EPS of EUR1 .13 for 2009 , an increase over EPS of EUR1 .12 in 2008 .",financialphrasebank
negative,"The company 's profit totaled Ls 578,100 in H1 2007 , down 30.9 % year-on-year .",financialphrasebank
negative,Britain's FTSE slips from 2016 high as Sky falls,headline
neutral,Nokia is also negotiating the product portfolio of the new company .,financialphrasebank
neutral,"The company said Offshore segment represented 43 % of the total marine engines orders for the July-September 2010 period , Merchant 33 % , Special vessels 18 % , and Cruise and Ferry , and Ship Design -- 2 % and 3 % , respectively .",financialphrasebank
neutral,"The highest growth would be in China , while weakening demand would continue in North America , UPM said .",financialphrasebank
neutral,"Thus the group 's balance sheet will have about EUR25 .8 m in goodwill for 2010 , the company added .",financialphrasebank
positive,UPM-Kymmene is working closely with its shipping agents to reduce fuel consumption and greenhouse gas emissions .,financialphrasebank
neutral,Kemira shares closed at (  x20ac ) 16.66 ( $ 22US .71 ) .,financialphrasebank
positive,Shire Sees Baxalta Deal Closing as Expected After New Rules,headline
positive,Efore 's results for the last quarter showed an even faster improvement as the company managed to better source its components .,financialphrasebank
neutral,All other charges were dismissed .,financialphrasebank
neutral,"Cardona slowed her vehicle , turned around and returned to the intersection , where she called 911 .",financialphrasebank
positive,"The company is now intensifying its smelter operations and increasing its annual production capacity to 230,000 tonnes of copper .",financialphrasebank
negative,"The period-end cash and cash equivalents totaled EUR6 .5 m , compared to EUR10 .5 m in the previous year .",financialphrasebank
neutral,"SDM offers general rental equipment , aluminium scaffolding , power generator and hoists to customers in the construction sector .",financialphrasebank
neutral,"The dividend is payable on February 1 , 2010 to shareholders of record on January 19 , 2010 .",financialphrasebank
positive,Britain's FTSE lifted by solid Kingfisher,headline
neutral,Speed of Shell's swoop for BG unusual,headline
neutral,His resignation will take effect immediately .,financialphrasebank
positive,"A purchase agreement for 7,200 tons of gasoline with delivery at the Hamina terminal , Finland , was signed with Neste Oil OYj at the average Platts index for this September plus eight US dollars per month .",financialphrasebank
positive,Operating profit rose to EUR 1.6 mn from EUR 1.1 mn in the corresponding period in 2006 .,financialphrasebank
positive,Unilever head's resignation sparks spinoff talk,headline
positive,PRESS: US High-Frequency Lawsuit Against Barclays Dismissed - Reuters,headline
neutral,The fuel purchase contracts have been signed with three months ' delivery from this September to November .,financialphrasebank
negative,The company said that the fall in turnover had been planned .,financialphrasebank
neutral,"The divested company is part of TietoEnator 's business area Government , Manufacturing & Retail .",financialphrasebank
neutral,"The huge bridge girders will be delivered to the site from our plant in Ylivieska , Finland .",financialphrasebank
positive,The company 's strength is its Apetit brand .,financialphrasebank
neutral,"Linde acts responsibly towards its shareholders , business partners , employees , society and the environment - in every one of its business areas , regions and locations across the globe .",financialphrasebank
positive,Production capacity will increase from 36 000 to 85 000 tonnes per year and the raw material will continue to be recycled paper and board .,financialphrasebank
positive,"However , net sales in 2010 are seen to have grown to EUR598 .3 m from EUR582 .3 m in 2009 .",financialphrasebank
negative,Greenpeace Protest of BP Forces British Museum to Close,headline
neutral,Borealis Infrastructure putting together new Severn Trent bid,headline
neutral,"An acquisition of TeliaSonera would be France Telecom 's biggest since its 2000 purchase of Orange plc for  27.8 billion ( $ 55.1 billion ) and would create the world 's fourth-largest telecom company behind AT&T Inc. , Verizon Communications Inc. and NTT Corp. of Japan .",financialphrasebank
neutral,The share subscription period for C options will commence on 1 September 2008 and expire on 31 March 2011 .,financialphrasebank
positive,"The apartment block will be well-located , in easy reach of the city center and close to both a school and kindergarten .",financialphrasebank
neutral,It also has potential clients in the growing environmental and recycling technology sectors .,financialphrasebank
positive,"Operating profit totaled EUR 37,7 mn , up slightly from EUR 37.2 mn in the corresponding period in 2006 .",financialphrasebank
positive,Dixons Carphone Profit Beats Forecast in First Year Since Merger,headline
negative,"In January-August 2009 , imports by sea in container , lorry , and trailer units fell by 27.7 % and exports by 28.6 % from the corresponding period in 2008 .",financialphrasebank
neutral,Sunrise Resources operates in Russian near-shore development markets through its wholly-owned Russian subsidiary and has 80 % of its personnel in Russia .,financialphrasebank
neutral,"With the government exempting certain stainless steel products from anti-dumping duties , Finland-based Outokumpu today said it will look to enter into supply pacts with the Indian Railways soon .",financialphrasebank
positive,"Of the price , Kesko 's share is 10 mln euro $ 15.5 mln and it will recognize a gain of 4.0 mln euro $ 6.2 mln on the disposal which will be included in the result for the second quarter of 2008 .",financialphrasebank
positive,The investments and operational changes enable additional optimisation of the working hours and thereby further cost savings of some 7 % -9 % .,financialphrasebank
neutral,"In 2006 the company 's net sales amounted to approximately EUR259m and it has some 8,000 employees .",financialphrasebank
neutral,"Sanoma Learning & Literature , offering print and digital learning materials , is present in eleven countries .",financialphrasebank
neutral,"On the basis of competitive bidding OOO Kitai Stroi , the Russian subsidiary of China State Construction Engineering Corporation , a construction company owned by China State , has been selected as the main constructor .",financialphrasebank
positive,"Both operating profit and net sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005 .",financialphrasebank
neutral,"With this , the company will exit the contract manufacturing service segment .",financialphrasebank
neutral,"YIT CORPORATION SEPT. 24 , 2007 at 13:30 CORPORATE RELEASE STOCK EXCHANGE RELEASE YIT 'S CAPITAL MARKETS DAY IN LONDON , SEPT. 26 , 2007 On Wednesday , September 26 , 2007 , YIT will hold a Capital Markets Day for investors and analysts in London .",financialphrasebank
positive,Revenues at the same time grew 14 percent to 43 million euros .,financialphrasebank
positive,"We aim to ensure that Vacon is in good shape when capital expenditure starts to pick up again , '' comments Vacon Plc President and CEO Vesa Laisi .",financialphrasebank
neutral,"Strong brand visibility nationally and regionally is of primary importance in home sales , vehicle and consumer advertising .",financialphrasebank
positive,LSE gets Hong Kong regulatory nod to HK firms to become LSE members,headline
neutral,METALS-London copper climbs as shorts cover on Glencore cutbacks,headline
neutral,Capitex Kalmar will continue to be responsible for the maintenance and technical development of the services .,financialphrasebank
negative,Fears Primark growth is starting to falter,headline
neutral,The beers differ slightly from mainstream beers .,financialphrasebank
positive,EasyJet attracts more passengers in June but still lags Ryanair,headline
neutral,easyJet expects resilient demand to withstand security fears,headline
positive,Early victory for new CEO as Morrisons beats forecasts,headline
neutral,"Veidekke , headquartered in Oslo , Norway , is a Scandinavian construction and property development group with some 6,350 employees in Norway , Sweden and Denmark , with an annual turnover of NOK16 .4 bn .",financialphrasebank
neutral,"The contract covers the manufacturing , surface-treatment and installation of the steel structures .",financialphrasebank
positive,"The metal has gained 41 percent this year as demand from China , the world 's largest user , increased .",financialphrasebank
negative,"Operating profit for the six-month period decreased from EUR21m , while net sales increased from EUR436 .9 m , as compared to the corresponding period in 2007 .",financialphrasebank
positive,Metsaliitto said that it will book a minor gain of less than EUR1 .0 m from the transaction .,financialphrasebank
neutral,"The bond , with a maturity of five years , is part of the bank 's domestic bond program .",financialphrasebank
neutral,"Ahlstrom Corporation STOCK EXCHANGE ANNOUNCEMENT 23.4.2007 Ahlstrom Corporation will publish its first quarter financial results 2007 on Friday , April 27 , 2007 approximately at 8.30 a.m. Finnish time .",financialphrasebank
neutral,The company 's share is quoted on NASDAQ OMX Helsinki Rautaruukki Oyj : RTRKS .,financialphrasebank
neutral,"Our solutions are fully Arabized , and our message is that we want to become the IT partner of choice for businesses in the Near-East region .",financialphrasebank
neutral,"In addition , we will launch a versatile online service to complete the traditional printed newspaper , Mr. Valkama says .",financialphrasebank
neutral,"HK Ruokatalo produces many turkey products , such as cold cuts .",financialphrasebank
positive,The solutions will be used for upgrading the networks of a Russian MSO in 37 different cities in Russia .,financialphrasebank
neutral,"industry in Asia +� Pakistan , Malaysia , Taiwan and Philippines Today , Global Research & Data Services is going to publish several market analyses about the cement markets in Asia .",financialphrasebank
neutral,"For 24-hour news , try ICIS news www.icis.com Click `` trial '' , then ICIS news",financialphrasebank
neutral,"In the fourth quarter of 2006 , OKO Banks expects the operating environment for Banking and Investment Services to remain similar to that in January-September 2006 .",financialphrasebank
neutral,"The ship cranes , which will be manufactured by MacGREGOR 's partner plants in China , will be delivered between 2008-2010 for vessels ordered by Chinese COSCO , German Peter Dohle and Hong Kong based Cido Shipping .",financialphrasebank
neutral,"The company reported a profit of 800,000 euro ($ 1.2 mln)on the sale of its Varesvuo Partners sub-group and a loss of 400,000 euro $ 623,000 caused by the sale of its program production subsidiary Oy Filmiteollisuus Fine Ab .",financialphrasebank
negative,"Kiosk and cinema operations have suffered , in particular .",financialphrasebank
positive,"In the beginning of this year , Wartsila had secured an order to deliver four gas-fuelled main engines and propulsion machinery for the same vessel .",financialphrasebank
negative,"The OMX Nordic 40 OMXN40 index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed down 0.87 % at 1,064.14 points on Thursday .",financialphrasebank
neutral,The agreement with JM is one in a series of contracts that TeliaSonera has signed in recent months with residential construction and real estate management companies in Sweden .,financialphrasebank
neutral,The Oulu plant employs approximately 120 people .,financialphrasebank
neutral,"Also , a six-year historic analysis is provided for this market .",financialphrasebank
positive,"Key shareholders of Finnish IT services provider TietoEnator Oyj on Friday rejected a hostile EUR1 .08 billion $ 1.67 billion offer from buyout shop Nordic Capital , giving new life to a possible counter offer from Blackstone Group LP and Norwegian telecom Telenor ASA .",financialphrasebank
neutral,Lloyds share price: Lender set to escape steep profit fall,headline
negative,AB InBev attacks SABMiller bid rebuffal,headline
positive,Finnish lifting equipment maker Konecranes HEL : KCR1V said on 29 July 2009 it has raised its stake in Austrian manipulator maker ACS Konecranes to 80 % and bought German sector player Knight Europe .,financialphrasebank
neutral,"So far as is known , he did not sell shares that he owns personally .",financialphrasebank
neutral,Citigroup to Sell OneMain to Springleaf for $4.25 Billion,headline
neutral,"In Europe , the paper industry 's situation is paradoxical .",financialphrasebank
positive,"Aviva, Friends Life top forecasts ahead of 5.6 billion pound merger",headline
neutral,"The outsourced Scan and Capture solutions transfer paper invoices into electronic format , and Basware Business Transactions Service allows the customer to receive and send invoices in an electronic format .",financialphrasebank
positive,Easyjet targets business travellers with new perks,headline
positive,"Finnish IT solutions provider Affecto Oyj said today that it has won a frame contract , valued at some EUR2m , to implement the next phase of its insurance application for South African Mutual & Federal Insurance Company Limited M&F .",financialphrasebank
negative,"Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007 .",financialphrasebank
negative,"At 1.33 pm , the OMX Helsinki 25 was 0.30 pct lower at 2,463.67 and the OMX Helsinki was down 0.37 pct at 8,537.42 on volume of 256 mln eur .",financialphrasebank
neutral,The solution will now be expanded to include all ground staff tasks .,financialphrasebank
negative,Shares in easyJet fall to three-year low after Brexit profit warning,headline
neutral,Deliveries will start in the second half of 2007 and the start-up of the mill is scheduled for 2008 .,financialphrasebank
neutral,The oil shale feeder-supply solution will deliver crushed oil shale to the shale oil refinery already in operation as well as to the novel Enefit-280 shale oil technology processing plant .,financialphrasebank
neutral,VNH generates annual net sales of about 5 mln eur and employs 21 people .,financialphrasebank
positive,Shire in talks with Baxalta shareholders,headline
positive,Finnish software developer Done Solutions Oyj said its net profit increased to 3.5 mln euro ( $ 4.6 mln ) in 2006 from 2.3 mln euro ( $ 3.0 mln ) in 2005 .,financialphrasebank
positive,"In January , traffic , measured in revenue passenger kilometres RPK , went up by 3.2 % and capacity , measured in available seat kilometres ASK , rose by 12.2 % .",financialphrasebank
positive,"Finnish pulp and paper machinery maker Vaahto Group Oyj swung to a 1.1 mln euro $ 1.4 mln net profit in the fiscal 2005-06 , ended August 31 , 2006 , from a 249,000 euro $ 319,000 net loss in the fiscal 2004-05 .",financialphrasebank
positive,GE to Sell Majority Stake in Bank BPH's Core Bank to Alior Bank,headline
positive,"The adapter , awarded with the `` Certified Integration for SAP -� ; NetWeaver '' endorsement , integrates Basware s invoice automation and procurement solutions with more than 200 different ERP systems .",financialphrasebank
neutral,"In the method the smelt spouts 2 are separated from the working area 6 by a shielding wall 8 , 10 arranged movable in relation to the smelt spouts .",financialphrasebank
neutral,Latvia 's Stockmann shopping mall is a subsidiary of Finland 's Stockmann Plc. .,financialphrasebank
neutral,No decision on such sale of the now issued or existing treasury shares to YA Global has been made yet .,financialphrasebank
positive,CompaniesLord Livingston joins Dixons Carphone,headline
positive,Warren Buffett's Berkshire Hathaway buys stake in Apple,headline
neutral,"According to Finnish financial services group Sampo 's CEO , Bj+�rn Wahlroos , Danish Danske Bank 's acquisition of Sampo Bank for EUR 4bn was the largest cash deal in Finland 's economic history .",financialphrasebank
neutral,The total value of these two contracts is over EUR 21 million .,financialphrasebank
positive,"`` We reached agreement with the union that flights will continue as normal , '' Finnair spokesman Usko Maatta said .",financialphrasebank
positive,Net cash flow from operations is expected to remain positive .,financialphrasebank
positive,"In 2006 , Kone received an order from Aker Yards to supply 43 customised elevators for the very first Genesis cruise ship which is scheduled to be completed in 2009 .",financialphrasebank
positive,"In the first quarter of 2010 , the mark-to-market result was a pretax profit of EUR 133 million versus a loss of EUR 32 million in the same period last year .",financialphrasebank
positive,Market Report: Aviva tops the market as traders approve of its choice of Friends,headline
negative,Doubts grow over GlaxoSmithKline's $6 bln capital return plan,headline
neutral,Talvivaara Mining Company Plc Talvivaara Mining Company is an internationally significant base metals producer with its primary focus on nickel and zinc using a technology known as bioheapleaching to extract metals out of ore .,financialphrasebank
negative,"Operating result showed a loss of EUR 2.9 mn , while a year before , it showed a profit of EUR 0.6 mn .",financialphrasebank
neutral,"Our key geographical markets are Europe , Russian Federation , Middle-East , South-Africa and Japan .",financialphrasebank
neutral,The facility consists of a seven year bullet term loan of 200 mln euro $ 292.4 mln and a 150 mln euro $ 219.3 mln five year revolving credit facility .,financialphrasebank
neutral,Tesco share price steady as analysts weigh in on results,headline
negative,Shell's $70 Billion BG Deal Meets Shareholder Skepticism,headline
negative,Bunzl blames weakness in United States for first-half revenue slowdown,headline
negative,Barclays to speed up cost-cuts after new mis-selling hit,headline
neutral,The company is listed on the Nordic Exchange in Helsinki .,financialphrasebank
neutral,It appears from statistics of the Technical Surveillance Authority that customers who switch service providers mostly transfer their numbers to Elisa 's network .,financialphrasebank
neutral,"` This order is included in Wartsila 's order book in the second quarter , ' the company added .",financialphrasebank
neutral,"DBS, Julius Baer emerge as potential bidders for Barclays Asia wealth unit ...",headline
neutral,"Salcomp 's charger manufacturing plant in India is located in the Nokia Telecom Park in the state of Tamil Nadu , in the eastern part of India .",financialphrasebank
neutral,Rapala VMC Corporation ( Rapala ) is a Finland-based company engaged in the manufacture and distribution of fishing equipment and accessories .,financialphrasebank
neutral,AB InBev ups offer for SABMiller as deadline looms,headline
positive,Morrisons and Debenhams surprise City with Christmas bounce back,headline
neutral,IonPhasE 's second major owner is venture capital firm Aura Capital .,financialphrasebank
positive,Operating profit excluding restructuring costs grew to EUR 44.5 million from EUR 31.7 million while operating profit including restructuring costs showed even larger growth to EUR 38.5 million from EUR 7.4 million .,financialphrasebank
negative,Reluctant shareholder George Osborne loses patience with RBS,headline
neutral,The value of the order is around EUR 100 million .,financialphrasebank
neutral,"The total number of shares in the company will be 585,236,987 Innofactor group Innofactor offers its customers comprehensive solutions in the Microsoft environment .",financialphrasebank
neutral,Pharmaceuticals - Italy This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Italy .,financialphrasebank
neutral,"Tampere Science Parks is a Finnish company that owns , leases and builds office properties and it specialises in facilities for technology-oriented businesses .",financialphrasebank
positive,This is the second successful effort for the financial investor this year .,financialphrasebank
positive,"I am looking forward to contribute to SRV 's success with my competence '' , says Taneli Hassinen .",financialphrasebank
positive,"UPDATE 1-AstraZeneca buys ZS Pharma for $2.7 billion, pips Actelion",headline
neutral,AstraZeneca R&D boss Briggs Morrison leaves to head private drugmaker,headline
neutral,"The familiar blue , white , and red HK seal has received a more authentic look .",financialphrasebank
neutral,We make available the following brand-new market analyses Cement - Pakistan Cement - Malaysia Cement - Taiwan Cement - Philippines These analyses give a clear overview of the actual situation and future outlook of the cement industry in some Asian countries .,financialphrasebank
neutral,"After the acquisition , Basware 's preliminary pro forma net sales for 2005 amount to EUR 52.6 mn , and preliminary pro forma operating profit amounts to EUR 7.1 mn .",financialphrasebank
negative,"Acando AB ( ACANB SS ) fell 8.9 percent to 13.35 kronor , the lowest close since Dec. 11 .",financialphrasebank
negative,"Seven-month sales of Ragutis , which is controlled by the Finnish brewery Olvi , declined by 11.2 percent , to 15.41 million liters , and the company held 9.89 percent of the market .",financialphrasebank
negative,"( ADPnews ) - May 4 , 2010 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit declined to EUR 12.9 million ( USD 17m ) in the first quarter of 2010 from EUR 17 million in the correspond",financialphrasebank
neutral,RSA 's shares closed at 156.9 p at the time of going to press .,financialphrasebank
neutral,Diageo share price: Group issues half-year update,headline
neutral,"M-real Corporation Stock Exchange Release 27 August 2009 at 3.15 pm M-real has received the EUR 190 million cash payment from Sappi M-real Corporation , a part of Mets+�liitto Group , divested its Graphic Papers business to Sappi Limited at the end of 2008 for EUR 750 million .",financialphrasebank
positive,"The launch of the plant in June went well , and it has been producing the advanced fuel for a couple of weeks .",financialphrasebank
positive,"In Finland , insurance company Pohjola and the Finnish motorcyclist association have signed an agreement with the aim of improving motorcyclists ' traffic safety .",financialphrasebank
neutral,Financing of the project will come mainly from China .,financialphrasebank
positive,Kingfisher set to open another 200 Screwfix stores,headline
neutral,"Helsinki-based Componenta bought Turkish listed company Doktas in October 2006 for 89 million euros , making it the largest Finnish investment in Turkey to date .",financialphrasebank
negative,"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .",financialphrasebank
neutral,"With this acquisition the wireless modem unit and its approximately 1,100 employees were transferred to Renesas Electronics Corporation .",financialphrasebank
neutral,These savings will have full impact as of the beginning of 2007 .,financialphrasebank
positive,"`` Nokia 's Calling All Innovators Africa competition has been specifically launched to enable developers to create locally relevant , best-of-breed mobile applications . ''",financialphrasebank
neutral,"Currently Glaston employs approximately 1,500 persons .",financialphrasebank
neutral,The contract value amounts to EUR 2.4 million .,financialphrasebank
negative,"Operating profit , excluding non-recurring items , totalled EUR 1.0 mn , down from EUR 1.6 mn .",financialphrasebank
positive,UPDATE 3-Stifel to buy former Lehman brokerage from Barclays,headline
negative,The Department Store Division 's sales fell by 8.6 % to EUR 140.2 mn .,financialphrasebank
positive,The companies have agreed on long-term cooperation to mechanise harvesting in Stora Enso 's eucalyptus plantations in Southern China .,financialphrasebank
positive,"Sales in Latin America increased by 42 % to EUR 432mn , and a total of 8.7 mn mobile devices were sold in the area , representing an increase of 32 % from the corresponding period in 2009 .",financialphrasebank
neutral,FDA Approves AstraZeneca's Iressa As Lung Cancer Treatment,headline
neutral,"Okhta Center area is expected to have about 700,000 square metres of office premises by 2016 .",financialphrasebank
neutral,The earnings in the comparative period included a capital gain of EUR 8mn from the sale of OMX shares .,financialphrasebank
positive,"L&G fund arm, Nikko Asset Management sign bond fund distribution deal",headline
positive,Copper Prices up on Glencore Cuts to Zinc Supply,headline
positive,Operating profit rose to EUR 3.11 mn from EUR 1.22 mn in the corresponding period in 2009 .,financialphrasebank
neutral,CompaniesDixons Carphone to close 134 UK stores as sales jump,headline
positive,"The production capacity can be tripled without any major additional investments , the company said .",financialphrasebank
negative,"Pretax loss totalled EUR 49.9 mn , compared to a loss of EUR 15.4 mn in the corresponding period in 2008 .",financialphrasebank
neutral,"The copying , republication or redistribution of AFX News Content , including by framing or similar means , is expressly prohibited without the prior written consent of AFX News .",financialphrasebank
positive,AstraZeneca to Pay Inovio Up to $700 Million for Cancer Drug,headline
neutral,"Stora Enso 's business in North America has annual capacity of about 3 million tons and employs about 4,350 people .",financialphrasebank
positive,"The company 's goal is to achieve annual savings of EUR 2 million ( USD 2.7 m ) , of which two thirds are to be realized in 2010 .",financialphrasebank
positive,Panostaja Oyj s ( Panostaja ) Board of Directors decided on 16 December 2010 on a new long-term incentive and commitment plan for members of the management team .,financialphrasebank
neutral,Another firm Air Liquide was exempted because it left the market in 1998 .,financialphrasebank
neutral,Financial details were not disclosed .,financialphrasebank
neutral,Old Mutual share price: CFO to leave company,headline
positive,Teva: FDA Approves Generic Version of AstraZeneca Heartburn Drug,headline
positive,"The company 's net profit amounted to EE 55.5 mn , which was 36 % more than in 2004 .",financialphrasebank
positive,Shell challenges Exxon dominance with 47 billion-pound bid for BG,headline
positive,Actions to improve operational efficiency and adjust operations are expected to deliver annualised permanent cost savings of around EUR 4.5 million and will be effected mostly during the first half of 2010 .,financialphrasebank
positive,It will focus on improving its profitability next year by streamlining operations .,financialphrasebank
positive,"Turnover surged to EUR61 .8 m from EUR47 .6 m due to increasing service demand , especially in the third quarter , and the overall growth of its business .",financialphrasebank
neutral,It has several innovative small molecule and biological drug candidates at different stages of clinical development .,financialphrasebank
positive,"NAVTEQ has a commanding lead in installed map data systems in North American vehicles and may be the leader in turn-by-turn navigation data offered by services such as OnStar in North America , said analyst Phil Magney of Telematics Research Group in Minnetonka , Minn. .",financialphrasebank
negative,The Finnish company previously said its operating result will be lower than the break-even posted a year earlier .,financialphrasebank
positive,"Eurozone bank lending continues to recover, slowly, Barclays says",headline
neutral,"HELSINKI AFX - Cramo said it has agreed to sell Cramo Nederland BV CNL , its Dutch machinery and equipment rental unit , to Jaston Groep for an undisclosed sum .",financialphrasebank
neutral,"Finnish Sampo-Rosenlew manufactures approximately seven forest machines monthly , and about half of machines are exported .",financialphrasebank
positive,Travis Perkins to create 4000 jobs,headline
positive,AstraZeneca's $727 million play to do away with chemotherapy,headline
neutral,"Eero Katajavuori , currently Group Vice President , Human Resources , will take a year-long sabbatical starting from October 1 , 2010 .",financialphrasebank
negative,L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .,financialphrasebank
neutral,"Approximately SEK 166 million in repayments has been demanded for overcharging in the Stockholm area , with the remaining SEK 87 million taken from the Western coast , the inspectorate said .",financialphrasebank
neutral,"If needed , she provides also further information on ferry connections and hotels .",financialphrasebank
positive,`` Stonesoft sees great promise in the future of IPv6 .,financialphrasebank
neutral,"The market making in accordance with the agreement will begin on September 24 , 2009 .",financialphrasebank
negative,Tesco UK personnel director quits supermarket,headline
negative,The acquisition of +_landsbanken Sverige in 2009 burdened the performance with EUR 3.0 mn .,financialphrasebank
neutral,"The biggest sellers in the chain 's supermarkets in Finland are organic Pirkka tomatoes , carrots , eggs , and meat products .",financialphrasebank
neutral,The credit covers approximately 70 % of the ship 's price .,financialphrasebank
